Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_genes,organism,go_library,input_genes,p_adj_global
GO_Biological_Process_2021,positive regulation of NF-kappaB transcription factor activity (GO:0051092),4/155,0.0076537056916765,0.0455560281361037,0,0,5.449503311258278,26.553060978024,PYCARD;NFKBIA;S100A9;S100A8,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2535802508255419
GO_Molecular_Function_2021,actin monomer binding (GO:0003785),2/25,0.0068890740028299,0.045743451378791,0,0,17.637089618456077,87.79423275712823,TMSB4X;TMSB10,3,100,human,GO_Molecular_Function_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.25396246355111796
GO_Cellular_Component_2021,phagocytic vesicle membrane (GO:0030670),2/45,0.0213109604144821,0.0458185648911366,0,0,9.424299952539156,36.26973658038426,ATP6V0B;CYBA,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2542295857483455
GO_Biological_Process_2021,activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919),3/81,0.007805783179295,0.0462399727383004,0,0,7.859635210150674,38.141948154855065,PYCARD;S100A9;S100A8,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.25571203058484526
GO_Biological_Process_2021,"regulation of gene expression, epigenetic (GO:0040029)",3/82,0.0080732197710654,0.0475975611147174,0,0,7.759754665274697,37.39583215487946,SPI1;GPX1;ACTB,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2617865861309457
GO_Biological_Process_2021,cellular response to starvation (GO:0009267),4/158,0.0081768195013075,0.04798095971522,0,0,5.342532467532467,25.67862595978233,ATP6V0B;CEBPB;LAMTOR4;GABARAP,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2632965026721045
GO_Molecular_Function_2021,amyloid-beta binding (GO:0001540),3/80,0.0075436735898985,0.0481634544585833,0,0,7.96211005489356,38.91119811203056,CST3;CD74;PFDN5,3,100,human,GO_Molecular_Function_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2633109434912317
GO_Biological_Process_2021,supramolecular fiber organization (GO:0097435),6/351,0.0083919458697756,0.0490121157840416,0,0,3.617946345975948,17.295530488558846,CST3;FKBP1A;RAC1;VIM;LYZ;ALDOA,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.26477227895727806
GO_Biological_Process_2021,positive regulation of fibroblast proliferation (GO:0048146),2/28,0.008596207471144,0.0495077874726997,0,0,15.599686028257455,74.19887958363982,CD74;S100A6,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.26676166179231586
GO_Biological_Process_2021,response to interferon-beta (GO:0035456),2/28,0.008596207471144,0.0495077874726997,0,0,15.599686028257455,74.19887958363982,IFITM3;MNDA,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.26676166179231586
GO_Biological_Process_2021,T cell activation involved in immune response (GO:0002286),2/28,0.008596207471144,0.0495077874726997,0,0,15.599686028257455,74.19887958363982,CD74;FCER1G,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.26676166179231586
GO_Biological_Process_2021,regulation of interferon-gamma production (GO:0032649),3/86,0.0091967042793181,0.0513392522827007,0,0,7.384300086945721,34.62431918243145,PYCARD;CD14;HLA-DRB1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.27404217658384905
GO_Biological_Process_2021,positive regulation of endothelial cell migration (GO:0010595),3/86,0.0091967042793181,0.0513392522827007,0,0,7.384300086945721,34.62431918243145,GRN;TMSB4X;RAC1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.27404217658384905
GO_Biological_Process_2021,actin filament polymerization (GO:0030041),2/29,0.0092030974751143,0.0513392522827007,0,0,15.02116402116402,70.4224490277819,RAC1;AIF1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.27404217658384905
GO_Biological_Process_2021,regulation of T cell mediated cytotoxicity (GO:0001914),2/29,0.0092030974751143,0.0513392522827007,0,0,15.02116402116402,70.4224490277819,HLA-DRA;HLA-DRB1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.27404217658384905
GO_Biological_Process_2021,glycolytic process (GO:0006096),2/29,0.0092030974751143,0.0513392522827007,0,0,15.02116402116402,70.4224490277819,ALDOA;GAPDH,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.27404217658384905
GO_Biological_Process_2021,positive regulation of leukocyte migration (GO:0002687),2/29,0.0092030974751143,0.0513392522827007,0,0,15.02116402116402,70.4224490277819,LGALS3;AIF1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.27404217658384905
GO_Biological_Process_2021,hydrogen peroxide metabolic process (GO:0042743),2/29,0.0092030974751143,0.0513392522827007,0,0,15.02116402116402,70.4224490277819,GPX1;CYBA,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.27404217658384905
GO_Cellular_Component_2021,Lewy body (GO:0097413),1/5,0.0247535287182936,0.0515033097525786,0,0,50.24242424242424,185.83603697375267,GPX1,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2744511401416413
GO_Cellular_Component_2021,phagolysosome (GO:0032010),1/5,0.0247535287182936,0.0515033097525786,0,0,50.24242424242424,185.83603697375267,NCF2,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2744511401416413
GO_Cellular_Component_2021,intermediate filament (GO:0005882),2/50,0.025948961945953,0.0531335887464753,0,0,8.44047619047619,30.82144266223132,VIM;HLA-DRB1,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.28028340147720526
GO_Biological_Process_2021,cell projection organization (GO:0030030),2/30,0.0098285778207101,0.0538623383654776,0,0,14.48396501457726,66.95156387938638,CAPG;RAC1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2820732914623677
GO_Biological_Process_2021,positive regulation of B cell proliferation (GO:0030890),2/30,0.0098285778207101,0.0538623383654776,0,0,14.48396501457726,66.95156387938638,CD74;TNFSF13B,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2820732914623677
GO_Biological_Process_2021,extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625),2/30,0.0098285778207101,0.0538623383654776,0,0,14.48396501457726,66.95156387938638,SPI1;GABARAP,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2820732914623677
GO_Biological_Process_2021,positive regulation of endopeptidase activity (GO:0010950),2/30,0.0098285778207101,0.0538623383654776,0,0,14.48396501457726,66.95156387938638,PYCARD;PRELID1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2820732914623677
GO_Biological_Process_2021,cellular component assembly (GO:0022607),5/261,0.0100399865568296,0.0546080885521064,0,0,4.0386513157894735,18.58255965672337,CD74;CAPG;RAC1;AIF1;ACTB,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2843969921496869
GO_Biological_Process_2021,regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),3/89,0.0100963507773187,0.0546080885521064,0,0,7.1256293454807,32.74640846917216,PYCARD;GPX1;IFI6,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2843969921496869
GO_Biological_Process_2021,post-Golgi vesicle-mediated transport (GO:0006892),3/89,0.0100963507773187,0.0546080885521064,0,0,7.1256293454807,32.74640846917216,FTH1;AP1S2;FTL,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2843969921496869
GO_Biological_Process_2021,regulation of cellular component size (GO:0032535),2/31,0.0104724512850622,0.0559130017108044,0,0,13.983814215341308,63.75230908786907,RAC1;LAMTOR4,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2885254582598814
GO_Biological_Process_2021,positive regulation of mononuclear cell migration (GO:0071677),2/31,0.0104724512850622,0.0559130017108044,0,0,13.983814215341308,63.75230908786907,LGALS3;AIF1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2885254582598814
GO_Biological_Process_2021,prostaglandin metabolic process (GO:0006693),2/31,0.0104724512850622,0.0559130017108044,0,0,13.983814215341308,63.75230908786907,CD74;GSTP1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2885254582598814
GO_Biological_Process_2021,positive regulation of supramolecular fiber organization (GO:1902905),3/91,0.0107235720485245,0.057009075334891,0,0,6.9629803186504216,31.57928099076808,PYCARD;GPX1;RAC1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.29237334060639086
GO_Cellular_Component_2021,adherens junction (GO:0005912),3/132,0.0285811776295865,0.0576089361596353,0,0,4.740110285303285,16.851124783599985,ANXA2;ACTB;S100A11,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2944947817012743
GO_Biological_Process_2021,positive regulation of immune effector process (GO:0002699),2/32,0.0111345221222248,0.0586921420341006,0,0,13.517006802721088,60.79550767481704,HLA-DRA;HLA-DRB1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2974409092535475
GO_Biological_Process_2021,superoxide metabolic process (GO:0006801),2/32,0.0111345221222248,0.0586921420341006,0,0,13.517006802721088,60.79550767481704,NCF2;CYBA,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2974409092535475
GO_Cellular_Component_2021,alveolar lamellar body (GO:0097208),1/6,0.0296309633944118,0.0588060658135249,0,0,40.19191919191919,141.432767389918,CTSH,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2978579428188007
GO_Biological_Process_2021,positive regulation of epithelial cell migration (GO:0010634),3/94,0.0117059445280262,0.0614438607293867,0,0,6.732411917978928,29.943469004228515,GRN;CTSH;RAC1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3074151926822025
GO_Biological_Process_2021,antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),2/33,0.0118145960439167,0.0617536028513968,0,0,13.08031599736669,58.0559303610333,FCER1G;IFI30,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3084731694688341
GO_Biological_Process_2021,negative regulation of programmed cell death (GO:0043069),6/381,0.0122322584200294,0.0636691609812409,0,0,3.323404255319149,14.635204477539704,NFKBIA;CD74;PRELID1;GSTP1;IFI6;CTSH,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3150335364158509
GO_Biological_Process_2021,regulation of immune response (GO:0050776),4/179,0.0125026307917825,0.0643203528897613,0,0,4.696428571428571,20.578886765787093,FKBP1A;TYROBP;HLA-DRA;HLA-DRB1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3174216157285076
GO_Biological_Process_2021,negative regulation of mitochondrion organization (GO:0010823),2/34,0.0125124802245355,0.0643203528897613,0,0,12.67091836734694,55.51165721021778,PRELID1;GPX1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3174216157285076
GO_Biological_Process_2021,protein destabilization (GO:0031648),2/34,0.0125124802245355,0.0643203528897613,0,0,12.67091836734694,55.51165721021778,CTSH;SERF2,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3174216157285076
GO_Cellular_Component_2021,integral component of endoplasmic reticulum membrane (GO:0030176),3/142,0.0344004256970442,0.0644705528529491,0,0,4.396870132759772,14.816073224082531,CD74;HLA-DRA;HLA-DRB1,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3174972414557368
GO_Cellular_Component_2021,AP-2 adaptor complex (GO:0030122),1/7,0.0344842492004146,0.0644705528529491,0,0,33.49158249158249,112.77461836050252,AP2S1,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3174972414557368
GO_Cellular_Component_2021,multivesicular body lumen (GO:0097486),1/7,0.0344842492004146,0.0644705528529491,0,0,33.49158249158249,112.77461836050252,CTSH,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3174972414557368
GO_Cellular_Component_2021,clathrin coat of endocytic vesicle (GO:0030128),1/7,0.0344842492004146,0.0644705528529491,0,0,33.49158249158249,112.77461836050252,AP2S1,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3174972414557368
GO_Biological_Process_2021,negative regulation of T cell proliferation (GO:0042130),2/35,0.0132279832722483,0.0674410294699874,0,0,12.286332714904145,53.14355844722063,CEBPB;HLA-DRB1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3286877502533133
GO_Biological_Process_2021,positive regulation of lymphocyte activation (GO:0051251),2/35,0.0132279832722483,0.0674410294699874,0,0,12.286332714904145,53.14355844722063,PYCARD;TYROBP,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3286877502533133
GO_Biological_Process_2021,retina homeostasis (GO:0001895),2/36,0.0139609152364795,0.0697485082497212,0,0,11.92436974789916,50.93486932982207,LYZ;ACTB,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Biological_Process_2021,positive regulation of myeloid leukocyte differentiation (GO:0002763),2/36,0.0139609152364795,0.0697485082497212,0,0,11.92436974789916,50.93486932982207,CD74;HLA-DRB1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Biological_Process_2021,membrane assembly (GO:0071709),2/36,0.0139609152364795,0.0697485082497212,0,0,11.92436974789916,50.93486932982207,ANXA2;S100A10,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Biological_Process_2021,positive regulation of substrate adhesion-dependent cell spreading (GO:1900026),2/36,0.0139609152364795,0.0697485082497212,0,0,11.92436974789916,50.93486932982207,RAC1;S100A10,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Biological_Process_2021,positive regulation of T cell mediated immunity (GO:0002711),2/36,0.0139609152364795,0.0697485082497212,0,0,11.92436974789916,50.93486932982207,HLA-DRA;HLA-DRB1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Cellular_Component_2021,specific granule lumen (GO:0035580),2/62,0.0385451967593685,0.0710332911708363,0,0,6.748299319727892,21.97194825947037,CFP;LYZ,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Cellular_Component_2021,extrinsic component of external side of plasma membrane (GO:0031232),1/8,0.0393135041520565,0.0714287610650041,0,0,28.705627705627705,92.8967850071638,FCN1,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway (GO:0097193),3/102,0.0145721785315227,0.072511160372857,0,0,6.185879412683536,26.15786422245009,PYCARD;CEBPB;IFI6,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Biological_Process_2021,"phagocytosis, engulfment (GO:0006911)",2/37,0.0147110875878218,0.0729107289213164,0,0,11.583090379008746,48.87083992538764,RAC1;AIF1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Molecular_Function_2021,actin binding (GO:0003779),4/177,0.0120387223604824,0.0740158485866701,0,0,4.751204238921002,20.99855035141584,TMSB4X;COTL1;ALDOA;TMSB10,3,100,human,GO_Molecular_Function_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Molecular_Function_2021,cysteine-type peptidase activity (GO:0008234),3/98,0.0130939766052085,0.077628575588022,0,0,6.447639717851329,27.954405817650997,CTSH;CTSS;CTSB,3,100,human,GO_Molecular_Function_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Biological_Process_2021,positive regulation of cellular metabolic process (GO:0031325),3/105,0.0157404409875109,0.0777028118589825,0,0,6.003032140691328,24.92172011518436,NFKBIA;PRELID1;ANXA2,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Cellular_Component_2021,late endosome lumen (GO:0031906),1/9,0.0441188457824273,0.0790462653601822,0,0,25.116161616161616,78.3842312444799,CTSH,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Biological_Process_2021,protein processing (GO:0016485),3/106,0.0161412670571553,0.0793665463205584,0,0,5.944450005004504,24.52903651782376,SRGN;CTSH;CTSS,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
GO_Biological_Process_2021,cellular response to tumor necrosis factor (GO:0071356),4/194,0.0163486758430931,0.080069892711842,0,0,4.322368421052632,17.78053092850238,PYCARD;NFKBIA;TMSB4X;TNFSF13B,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3360904093310603
